"HMDB.ID","Sub_Class","Class"
"HMDB09206","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09207","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09208","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09209","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09210","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09211","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09212","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09213","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09214","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09215","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09216","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09217","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09218","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09219","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09220","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09221","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09222","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09223","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09224","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09225","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09226","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09227","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09228","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09229","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09230","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09231","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09232","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09233","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09234","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09235","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09236","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09237","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09238","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09239","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09240","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09241","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09242","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09243","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09244","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09245","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09246","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09247","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09248","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09249","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09250","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09251","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09252","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09253","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09254","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09255","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09256","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09257","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09258","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09259","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09260","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09261","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09262","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09263","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09264","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09265","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09266","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09267","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09268","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09269","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09270","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09271","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09272","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09273","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09274","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09275","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09276","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09277","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09278","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09279","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09280","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09281","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09282","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09283","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09284","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09285","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09286","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09287","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09288","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09289","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09290","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09291","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09292","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09293","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09294","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09295","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09296","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09297","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09298","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09299","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09300","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09301","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09302","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09303","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09304","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09305","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09306","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09307","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09308","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09309","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09310","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09311","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09312","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09313","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09314","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09315","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09316","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09317","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09318","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09319","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09320","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09321","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09322","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09323","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09324","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09325","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09326","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09327","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09328","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09329","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09330","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09331","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09332","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09333","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09334","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09335","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09336","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09337","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09338","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09339","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09340","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09341","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09342","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09343","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09344","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09345","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09346","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09347","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09348","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09349","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09350","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09351","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09352","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09353","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09354","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09355","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09356","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09357","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09358","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09359","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09360","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09361","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09362","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09363","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09364","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09365","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09366","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09367","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09368","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09369","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09370","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09371","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09372","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09373","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09374","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09375","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09376","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09377","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09378","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09379","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09380","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09381","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09382","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09383","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09384","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09385","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09386","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09387","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09388","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09389","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09390","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09391","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09392","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09393","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09394","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09395","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09396","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09397","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09398","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09399","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09400","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09401","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09402","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09403","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09404","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09405","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09406","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09407","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09408","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09409","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09410","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09411","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09412","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09413","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09414","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09415","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09416","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09417","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09418","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09419","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09420","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09421","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09422","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09423","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09424","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09425","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09426","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09427","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09428","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09429","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09430","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09431","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09432","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09433","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09434","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09435","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09436","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09437","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09438","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09439","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09440","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09441","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09442","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09443","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09444","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09445","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09446","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09447","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09448","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09449","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09450","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09451","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09452","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09453","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09454","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09455","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09456","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09457","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09458","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09459","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09460","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09461","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09462","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09463","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09464","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09465","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09466","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09467","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09468","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09469","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09470","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09471","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09472","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09473","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09474","Glycerophosphoethanolamines","Glycerophospholipids"
"HMDB09475","Glycerophosphoethanolamines","Glycerophospholipids"
