"P7122","P7147","P7150","P7153","P7184","P7238","P7406","P7408","P7421","P7445","P7486","P7547","P7658","P7662","P7744","P7759","P7791","P7843","P7847","P7855","P7858","P7860","P7861","P7862","P7870","P7874","P7875","P7879","P7899","P7904","P7906","P7908","P7909","P7910","P7911","P7912","P7938","P7941","P7947","P7948","P7955","P7971","P7989","P8095","P8226","P8244","P8264","P8283","P8332","P8336","P8361","P8374","P8377","P8406","P8452","P8462","P8466","P8467","P8475","P8483","P8485","P8496","P8523","P8534","P8537","P8550","P8564","P8565","P8573","P8577","P8589","P8591","P8592","P8624","P8629","P8675","P8683","P8746","P8749","P8753","P8754","P8758","P8764","P8765","P8774","P8776","P8783","P8784","P8788","P8789","P8794","P8800","P8802","P8806","P8807","P8841","P8843","P8847","P8878","P8892","P9126","P9148"
1728,2522,14301,2798,47,NA,1195,43,2203,168,10042,3288,898,5469,34283,22980,6503,1551,200330,18289,3580,1493,27867,14065,20081,6815,NA,1449949,23331,10490,38,1446,2354,665,9093,11601,804,748,18343,332,20643,NA,3605,1087,NA,12708,4019,112349,7648,NA,43254,NA,NA,6288,588,6923,151988,6255,788,3294,9309,1030,230,NA,NA,NA,463,NA,2603,18043,7553,291154,416,10886,3369,4492,NA,NA,NA,18614,10369,NA,232677,8166,22289,5404,10525,19977,72529,11150,13844,1710,4182,529,9057,NA,667,30849,2708,2085,28587,38885
NA,NA,NA,2492,635,9347,2472,3846,5095,12257,1435,333,794,NA,NA,1778,NA,20818,NA,NA,2107,NA,NA,148,6089,NA,4510,NA,NA,NA,NA,8748,NA,80,1195,NA,21403,1430,15730,751,169,13426,35002,15955,6092,74,11603,NA,297,24710,2457,7015,NA,1571,3269,12538,1221,2072,73,13579,2441,1181,NA,15467,11808,8198,11143,28696,NA,NA,754,8289,2752,510,15794,6131,5764,NA,24592,13962,NA,3545,NA,NA,NA,NA,12771,NA,NA,NA,NA,4317,80,21240,14974,23042,894,NA,4355,13482,1772,554
140,16,NA,7100,1909,52632,7568,14790,22650,56551,15051,487,2546,NA,0,4930,1522,37247,385,NA,5547,NA,1,23947,20086,NA,12001,NA,NA,27342,5535,51318,136,NA,5528,NA,92012,4121,55596,246,132,61465,78125,53058,17251,84,55921,107,461,49247,5751,30865,NA,4189,6786,47394,2412,5394,4409,59813,4143,3341,156,53493,61235,45508,48119,75122,7166,5,2396,35644,8897,1610,80215,18976,26512,NA,82344,30998,2,5000,6471,NA,NA,4,36507,NA,NA,NA,8879,16416,NA,93013,74562,71988,716,NA,30391,72187,6632,1152
283416,147905,103474,858640,424593,2992452,1074134,1189365,1610318,3411068,469105,219698,471140,395930,545038,635207,81262,7888277,133149,153654,751315,74821,256715,187396,2043527,139337,1310585,276738,126215,131516,363922,2928125,484640,405823,496780,88672,5494467,568360,4514361,876477,304534,3571676,10986861,5547813,1523761,241049,3395551,834594,366934,9615508,752437,4702227,142574,539755,1001590,3786006,496732,699199,326431,3716709,757362,625301,99610,3769937,3331045,2831772,2982400,9839962,195877,167478,407276,3984049,951348,396159,5081160,1691356,1762929,34294,7254943,4455284,327315,953597,128802,269649,215668,180822,4477379,431677,378620,242583,60576,1419503,714229,5984850,5126339,9209455,492519,61117,1743010,4081088,944144,273155
14223,354,148,148299,46571,685020,204059,246720,317429,878345,98112,31093,66732,6512,10234,110844,1527,2396791,19176,7099,122582,1239,11531,23704,295151,1901,228792,1725,7136,3310,20633,756253,15383,18654,69975,996,1657986,93330,1075783,42776,27678,742541,2795174,1438535,372427,19441,747750,21657,23729,3038619,132811,428747,17918,98686,181961,906522,58361,124118,23583,897061,119755,96365,14527,704972,700596,560665,704868,2569776,25459,4102,58380,702300,171093,48729,1285295,289906,420429,2447,2154289,1143622,5040,165515,1043,4323,1856,853,1150240,8196,10443,14257,6942,259097,17691,1461715,1485575,2483326,45494,2242,408268,1312711,152097,38137
212509,60965,31908,957077,517934,2462305,1584445,1512442,1448848,2429670,712864,291599,644305,183991,183262,946149,45916,2995858,191837,106907,971884,50149,175331,251654,1865005,58508,1780429,103560,102580,59100,252317,2232678,270930,271284,642493,50819,3730962,745835,2654916,634830,308006,3295470,4762175,2817506,2209597,253809,3633689,393749,305841,3737725,1041467,2916190,192443,798400,1477263,2240213,574475,988305,282516,2376430,974040,773968,187830,3856253,3072853,2676049,2129259,4128723,253874,96520,529761,2350465,1181997,477871,3896465,1871296,2116474,59060,3499771,1839411,146176,1488317,63242,136456,95670,57151,1866546,224729,190600,190865,81059,1590195,334754,3998573,3138170,4006067,492665,55660,1835908,2589773,1400689,438809
352,NA,NA,4773,1108,52684,6594,9324,22942,83213,2574,384,1226,NA,NA,3505,NA,283159,95,NA,3798,64,136,293,18007,536,7880,NA,NA,NA,209,60944,100,87,1952,NA,149220,3110,131875,1362,781,53584,385925,169729,13154,168,36995,428,270,368833,3774,29724,0,2874,5921,89347,1741,3455,190,100621,3245,2521,NA,39887,50201,33570,76448,330574,0,87,912,76209,5466,607,101532,12186,18358,NA,242628,160147,64,4603,NA,NA,92,NA,147843,NA,NA,454,NA,11979,85,163455,154457,302945,695,0,22473,133014,4814,NA
10561,1299,2224,60861,26755,190803,93684,112745,91149,141736,45238,21606,41054,8337,8603,62427,6378,209880,15690,6948,60142,1850,10336,15830,91922,2611,116983,1703,7085,6676,11913,177955,7949,10727,37778,3515,311493,53156,140602,22497,18437,225882,275865,161459,155111,14369,274453,14139,11977,287613,57570,119288,14046,52762,97820,153724,34836,63078,17340,155493,62564,51112,8127,252565,207141,188083,129789,279568,16537,9149,36533,74025,82860,27152,254986,112481,160315,2286,222157,109943,5014,35032,3710,5562,3656,616,130452,6609,7839,9254,5247,115962,13898,265778,228658,260941,28721,2304,142720,201712,88088,25093
103,NA,NA,23849,1487,106014,17011,23689,62923,243773,5130,303,2494,NA,NA,4301,NA,1545929,NA,NA,12202,NA,NA,304,47009,NA,22282,NA,NA,NA,NA,138303,NA,NA,2901,NA,433716,5589,570972,1217,597,120879,2303527,750927,26941,248,78837,220,837,1935688,10542,75561,182,4840,13554,341645,5372,9132,145,352551,4187,15344,128,116722,127737,82791,255767,1986866,NA,NA,512,307399,11608,2166,275238,37205,39258,NA,1100952,1003457,NA,20334,NA,NA,NA,NA,767584,NA,NA,NA,90,29164,NA,521192,549485,1709506,2008,NA,43490,381495,8651,NA
183,NA,NA,5648,464,23655,5994,7158,10978,26401,2667,509,1844,63,185,3771,69,52290,224,152,4653,NA,NA,380,10648,NA,7761,NA,NA,NA,117,22141,182,115,2090,NA,45954,2280,32439,1240,328,24209,82278,41540,9345,329,24506,373,359,62928,5397,13261,421,3042,5374,32446,2770,4073,344,28942,2747,3246,NA,24305,20985,16198,18895,66479,115,63,1473,19899,5771,927,41273,10579,10760,NA,62553,26437,NA,5553,NA,NA,NA,NA,27638,121,NA,62,NA,10782,NA,39923,37400,62049,825,NA,11536,28030,4128,447
1028712,183273,83240,7228356,2741356,25973288,9991742,10697389,14592650,30454851,4395448,1631738,3790504,548717,370674,5405401,175011,68589537,1063810,546502,6309963,229261,744408,1306975,15523424,208647,12204325,251616,493399,199058,1145784,25938188,1023824,1185696,3574403,219669,49888296,4457874,40483716,2951365,1615992,32318646,93029263,47213529,14861712,1328728,30490477,1382503,1457661,83481908,6836771,21966859,1080976,4824274,9455242,33101640,3539098,6327642,1342669,33630255,5784154,4910755,979898,34268790,30774755,25731317,27397515,84922300,1414819,438935,2944883,27629568,8165538,2700922,45816385,14978724,16761787,347379,61604431,38907879,453382,9296787,217626,492307,291967,143306,38508532,803236,662753,823426,469665,12210238,1193228,54199693,45426600,79364359,2718786,311345,16044599,37632688,8697563,2467542
3118,9,27,32517,11425,119538,43680,46796,63104,134421,19148,6009,15954,1068,117,22877,88,293145,3602,1189,26971,7,2060,5175,67429,14,54178,6,1132,872,4407,117954,3280,3907,14936,127,221166,18804,183783,9505,5734,141296,417511,203195,67578,4257,138214,4149,5791,376541,29067,86747,3883,23680,41670,149420,15341,28534,4927,152427,23343,18243,3008,149883,138705,117551,131483,386669,4553,615,11056,120104,34930,10610,209168,68707,76598,247,273467,182888,379,41118,118,8339,3,0,173648,1194,1166,2222,609,52899,3228,259056,204390,350532,10017,150,72080,159136,37788,9705
385,210,742,8776,1357,56481,8714,12559,28651,63529,4172,1342,3262,4444,3837,5054,2306,56855,810,659,5933,755,1167,906,23246,1406,14603,572,2882,3468,1215,54470,765,757,3522,845,98608,4451,67775,1034,625,64279,102224,63677,16847,1259,52586,623,1561,84604,11104,34736,1756,4083,10769,48294,3200,6272,3537,61721,5050,4810,332,58697,63502,44082,55898,96690,14,1910,2412,52776,10337,1809,97665,17652,25724,NA,90687,38197,871,10349,1883,526,1530,223,41965,1234,2907,796,39,19408,1486,108210,81917,97970,1727,370,31707,69837,9275,1867
99,NA,NA,3057,1525,25874,7128,6977,15424,34445,2163,399,3041,NA,NA,3607,NA,96614,105,NA,3891,NA,NA,105,14481,NA,12186,NA,NA,NA,207,26699,207,126,1851,NA,61510,2784,74270,524,117,35108,148292,61262,11682,203,23261,NA,539,110374,5803,17435,NA,1916,5644,45579,2310,4175,NA,48445,3400,1688,176,36205,30723,20872,41567,133092,NA,NA,1643,43426,4996,1066,48112,13692,15252,NA,91090,69275,NA,6426,NA,NA,NA,NA,59135,NA,NA,98,NA,6819,96,79936,54826,113002,1358,NA,13806,52127,5586,1232
NA,NA,NA,676,156,4321,1173,1554,2174,4566,775,NA,679,NA,NA,683,NA,2018,110,NA,1214,NA,NA,110,2500,NA,4061,NA,NA,NA,NA,4590,NA,NA,412,NA,5125,108,5348,NA,NA,3992,7692,3126,2706,198,5740,NA,NA,2495,660,2737,228,587,2500,2103,126,806,415,4597,248,NA,NA,7028,5142,7389,2681,7990,NA,NA,706,5279,1845,232,7498,2699,4359,NA,5004,3064,NA,3687,NA,NA,NA,NA,2336,NA,NA,NA,NA,3119,NA,9734,5612,6856,NA,NA,2287,4041,2474,NA
31,2116,82,199181,NA,2018,193,626,188854,1241,21023,38473,35,NA,2,18628,30,45,NA,31,57,NA,66,NA,NA,NA,NA,42,161,1,31,NA,120,NA,33,38,NA,NA,NA,2992,55,NA,NA,NA,NA,89,115,122,30,NA,11,NA,NA,26,NA,33,1,270,NA,NA,NA,324465,59,127,42,2451,19803,NA,170814,NA,118,NA,10338,122,NA,38,98,125,6,NA,588,847,NA,NA,NA,42,NA,25,NA,NA,NA,3085,1607,NA,158,76,56,195706,NA,NA,47,NA
1719,3448,441,6104,3671,21855,710,4207,21345,41886,27364,8870,4061,3553,5233,34149,3524,4439,4107,1786,75090,4467,7530,3770,18541,4120,4305,1366,1512,6271,12736,69850,3670,4356,19059,709,25275,2508,64435,11984,16354,1483,37573,70390,17703,2974,4541,2819,1941,NA,12276,185656,4471,1388,NA,27079,51817,6164,2593,147389,2329,2992,NA,1469,34648,21515,14906,160083,2434,1791,15784,109537,14315,5812,27001,26151,63390,NA,25565,29313,4719,340,620,3448,2086,10304,27630,9362,1303,2683,2162,4432,1957,64396,71291,179315,1702,2840,19106,28540,4346,3836
8128,6353,9362,10262,7542,36082,5178,10853,33480,58911,35562,12708,17279,17607,25922,43652,22201,14196,14261,14784,90146,13075,15118,9229,18019,15871,7476,8216,16116,25235,24182,92883,9908,8202,26973,14475,36341,12744,92168,7418,24369,2928,55913,113230,22907,11712,11783,7319,19280,37,35887,236658,14370,6618,955,37947,69905,12617,9067,181956,5299,9215,145,330,42189,31151,27692,192730,5633,21446,22670,150086,25651,10817,36495,35998,85059,NA,39237,38785,15249,4068,14590,12671,10258,17501,39219,20029,11140,10148,5327,41702,18525,82719,86668,222216,13512,9304,26981,43048,6050,6842
1677,53357,69743,70869,106,1006,10126,NA,81282,2629,220977,92295,NA,138433,79996,66860,247,162,520270,3378,110051,26263,12457,34860,224922,92965,NA,812761,119282,101279,8702,131635,13980,24512,26546,263550,NA,NA,310069,5321,141359,NA,4072,580,NA,15134,NA,458764,21875,39,3822,NA,NA,3386,914,48162,374776,6266,7603,16955,NA,NA,NA,612,243,3043,25283,245,166960,116863,38593,3200931,11263,NA,8788,32750,3414,2140,1060,82106,174681,NA,982689,38483,86512,200095,6474,26659,443297,57399,38726,8314,7821,26004,24686,5006,NA,103729,25896,55565,13854,134
NA,767,1981,1737,NA,NA,56,NA,2380,NA,6313,1280,NA,3859,693,1492,NA,NA,8513,NA,2957,234,NA,786,5885,1449,NA,20179,2947,2478,NA,3659,NA,NA,338,4483,NA,NA,5810,NA,3517,NA,NA,NA,NA,NA,NA,13093,298,NA,NA,NA,NA,NA,NA,672,9961,NA,NA,NA,NA,NA,NA,NA,NA,NA,332,NA,4057,2755,478,107693,NA,NA,NA,791,NA,NA,NA,2309,4556,NA,26207,1185,2676,5749,NA,NA,9270,1598,532,NA,NA,620,572,NA,NA,2004,540,1971,NA,NA
1645,1108,63,198,5417,18595,8460,663,3157,14380,2453,1307,3060,43,8390,3272,1291,14799,375,606,4073,120,2059,436,2254,1802,13723,305,155,304,881,1512,3369,1938,545,1929,4208,1900,6071,1018,2238,4445,13076,17155,203,2395,2590,1100,605,118,1883,33608,314,1150,167,14167,6956,2055,NA,10459,3132,5704,65,4417,4573,7892,2941,12722,440,1849,181,5676,2288,3747,4433,1327,7579,2176,8072,27097,746,1933,139,112,1208,222,2266,1433,1244,188,546,11527,357,5142,9387,13367,1254,18,3807,6654,134,274
18486,16892,6259,50476,52659,31724,40195,52151,29853,127751,7478,40838,16630,43742,88122,31136,4138,209058,17357,26091,36403,36963,52584,17058,155791,30965,124616,12356,67282,19846,51093,235495,41854,59081,43678,5804,196905,14337,194658,164514,24939,13768,141953,154546,25576,36844,109408,48880,80706,17707,49954,447206,53068,22475,10470,80617,132061,13684,17636,89806,181969,34791,284,38983,76756,80420,63766,101974,30049,17863,89544,203180,9869,78066,93571,135196,111746,6460,79164,87634,37769,21455,2196,5388,17317,89744,206744,93555,33846,61595,16258,35821,14688,53162,88159,205383,10403,22842,84688,91859,32791,16530
NA,NA,NA,2443,1,NA,NA,NA,55,NA,NA,NA,23247,71798,NA,NA,6556,NA,5919,5535,1728,NA,3544,87864,38865,8859,NA,4841,196,9363,37982,5516,13570,6383,569,100162,NA,NA,456,NA,12276,NA,NA,53,NA,NA,NA,NA,143,NA,414,12,NA,5,NA,23637,561,240,NA,NA,NA,133,NA,NA,NA,NA,103,NA,NA,10904,23154,NA,1,NA,NA,NA,NA,NA,NA,NA,11861,NA,131118,69645,11096,19125,NA,18496,NA,18244,1791,403,7440,NA,25,NA,NA,NA,13512,NA,NA,NA
NA,NA,65,126,NA,555,5755,NA,6508,769,325,155,NA,NA,NA,297,NA,8880,NA,NA,NA,230,NA,NA,187,NA,4993,NA,NA,NA,3,800,NA,115,673,NA,1604,NA,1241,3177,764,54021,568,NA,5867,649,19903,819,NA,42908,4099,2404,NA,2225,89443,6425,NA,NA,NA,3989,NA,92,NA,35269,7936,3110,4354,39771,129,487,1867,17741,1293,2043,19212,NA,1175,62355,14009,5855,195,3941,105,220,NA,NA,44778,2192,NA,NA,NA,6706,5199,92532,126,29766,598,97,896,1570,443,NA
22582,3781,12442,20239,22215,NA,NA,19266,11295,205,4834,9354,17936,25172,25744,11112,19030,41,5749,12130,13305,18231,19334,16957,20146,12343,50,14999,13090,14918,13209,5436,22167,21263,19803,7348,1277,22238,NA,22545,16730,NA,NA,NA,NA,23681,NA,31965,20356,NA,6400,20427,21519,9594,209,11788,12227,8795,23340,7995,34517,13109,404,NA,NA,NA,NA,NA,7491,14870,21848,17719,16771,24822,NA,5951,NA,NA,NA,162,18774,NA,2850,25862,21952,1917,8670,24116,24132,20051,19332,2705,25244,NA,NA,NA,19469,5804,19848,NA,1959,4729
210793,25131,89528,317816,157458,NA,NA,106796,121114,4364,29725,53940,124491,331532,481783,50175,261921,NA,25263,146720,88592,132658,121059,87380,379689,101177,3638,75366,113002,83090,91943,30725,330299,187162,165662,48138,10992,199736,NA,547514,109818,NA,141,NA,NA,353430,NA,465302,255794,NA,33451,446591,179039,49226,NA,91590,166130,48850,498164,52634,967100,85855,249,NA,NA,NA,325,NA,44118,167046,162067,867500,167973,358097,NA,34901,847,NA,NA,1785,116360,NA,19157,321553,151986,12292,75099,385463,148161,134186,93361,18380,271537,NA,NA,NA,282527,33409,128347,1110,21038,30018
869040,121622,409971,1242921,675539,1226,103,455676,518958,22510,135144,242320,530068,1353611,1932864,225323,1087291,134,129380,620581,373502,530642,529668,376865,1549752,431089,25500,355865,469854,380640,392464,136711,1328394,739730,662232,221210,58214,824156,1554,2131719,452949,165,5379,1360,110,1375501,NA,1792298,1019113,NA,155918,1698891,698778,213280,NA,387820,690065,216041,1892781,236972,3884601,362245,7249,534,145,2688,5792,525,203659,721967,686352,3432860,660982,1407101,253,172010,8360,387,873,12373,492728,99,87660,1304062,629840,58868,323447,1493244,663830,605415,415714,84954,1070229,89,783,73,1190187,151301,554887,9396,108305,151326
298651,37434,135607,367741,239144,66,75,164130,168859,5218,43560,84131,185404,412261,555744,81712,347658,NA,43003,201519,131969,183692,185180,138287,472462,143602,6323,122937,153422,130951,136982,46803,417949,256223,239216,71989,17854,282310,237,606784,156997,NA,171,NA,NA,449952,131,558504,315662,NA,55531,513225,238129,78210,72,133355,221312,72342,582143,80035,1040852,127190,744,63,NA,105,997,NA,65902,223677,239322,841496,222601,463422,NA,56881,1591,NA,NA,2676,178320,NA,27730,419723,233716,18327,108222,465711,227775,207954,146965,26917,349437,NA,37,43,369194,47822,197854,1705,31957,46920
68025,9623,26184,125775,50165,80,NA,30617,39523,585,9065,17783,41605,99821,244666,13452,76478,NA,7249,43971,29022,36530,35352,25824,121070,30988,2934,20270,33798,26603,37385,9385,101527,57640,47258,15107,4783,128620,NA,229260,35715,NA,NA,NA,NA,101222,NA,158183,97393,NA,14223,134446,51939,14587,279,25422,46389,16105,142626,15631,469974,25786,NA,113,NA,NA,NA,NA,11276,46054,42602,751154,45728,102895,244,10770,NA,NA,NA,578,32968,NA,8464,82641,45278,5900,28977,135202,44913,47176,26654,7410,111499,249,NA,NA,150303,11760,39607,NA,12925,15589
40330,9418,27714,40076,40136,NA,NA,27126,26216,706,7945,14728,33201,40937,54465,17189,38443,NA,8468,24272,24927,31741,25390,24502,44484,22999,1418,20425,24778,22114,15334,8818,44148,38043,31186,16780,3897,32714,9,52406,29688,8,NA,NA,9,47110,NA,59543,36698,NA,11271,47828,34068,14350,NA,24093,26015,16426,39316,18047,52930,21563,NA,NA,2,NA,7,1,13222,23457,33092,48310,26571,46890,64,12118,NA,NA,NA,360,26140,NA,7690,37247,30896,4028,20063,46621,29701,28581,25754,5658,46666,NA,NA,4,40906,10440,27782,92,9262,11122
145759,28203,90835,138149,133975,NA,NA,102196,84682,4080,29667,55265,109842,164033,203577,60817,146149,NA,35017,93997,81637,104497,103149,94071,168505,85940,5586,80337,85246,76493,81364,35897,163455,128272,121788,49723,16183,132278,NA,198467,100714,552,NA,18,NA,178466,NA,217323,130822,NA,43562,171038,117419,55620,NA,77453,96104,52900,189222,55899,270341,79011,314,NA,NA,NA,506,NA,47433,109024,131745,230379,107094,181205,NA,42186,1267,NA,NA,2471,104465,NA,25934,160481,127526,17107,61756,167256,122928,110364,94901,22864,160100,NA,NA,NA,149039,34800,111878,1295,26920,39988
40204,8495,28566,34881,39506,NA,NA,27486,23558,446,7066,14420,33042,37834,47495,18096,41307,NA,8965,27422,24605,28799,25825,26942,41862,26808,708,21638,23374,20373,21436,8656,42485,34616,33174,17145,2786,34091,NA,48770,31440,NA,NA,NA,NA,45287,NA,50609,32829,NA,13810,45430,32967,15727,NA,22647,26728,17141,41094,17412,48391,21825,NA,NA,NA,NA,NA,NA,11507,30141,32952,39145,27054,46255,NA,14244,NA,NA,NA,71,28390,NA,7284,35743,32412,4186,19511,41930,29444,27425,24406,6289,42533,NA,NA,NA,42339,8461,27889,76,7907,11179
30524,6866,18542,25939,28659,NA,NA,23179,17055,1059,8461,13614,28502,35482,38732,16405,27549,NA,9591,18020,19712,25268,25143,22687,29084,18811,134,21494,19846,21736,18832,8306,33498,27605,28914,12290,4276,27306,NA,36684,25036,NA,4560,NA,NA,31589,NA,39843,26536,414,13339,32070,27461,13625,3449,18995,19764,12409,31005,14406,39460,18636,NA,374,NA,NA,NA,NA,11656,17280,30079,26184,23425,34234,2928,8824,NA,142,NA,72,21862,2955,5274,31848,29575,4364,15003,31374,28715,25738,27559,5986,34758,NA,NA,NA,27108,9807,25912,174,6723,10289
41965,9481,29323,30418,40819,131,0,30893,23444,389,10116,17612,34117,38230,44922,20006,36021,0,11761,22914,25823,31016,29433,30000,38481,24712,1055,24788,23070,22013,23490,11686,40192,36135,34057,16688,2574,35658,NA,42700,30639,NA,NA,NA,0,43914,15,52211,30012,NA,13415,39802,33182,17228,NA,24115,24003,17276,41846,17448,51466,22975,NA,NA,NA,NA,NA,NA,14643,28385,37018,34837,27141,42927,NA,13602,NA,NA,NA,225,32799,NA,6993,36719,38532,5407,17278,37335,37396,28438,30150,6910,42885,NA,NA,0,36066,10703,33324,92,7969,11417
12956,97,3016,31503,9683,88,168,7053,8197,NA,1601,2265,6532,36795,51967,1693,20280,216,362,9141,4105,9279,8388,4444,33085,4654,NA,4141,6699,5559,5798,771,28580,13914,12989,1092,51,18764,NA,55875,4088,NA,57,253,157,29830,51,45786,23429,133,1284,42002,13049,3349,NA,4229,12446,1777,52565,1164,152899,4775,NA,128,61,45,279,NA,1076,7624,11620,84935,12798,32307,55,625,59,NA,144,4486,7760,NA,841,36590,10501,417,3524,39507,11049,13412,5393,214,21105,3650,496,45,24771,670,9933,221,54,83
30064,3284,13610,43287,22603,NA,NA,15092,17643,NA,3912,7763,18012,48696,69150,6638,37905,NA,3511,20649,12273,17751,17926,11526,54071,13002,86,11309,15385,12002,13076,3808,47756,24456,23245,6294,679,28988,NA,76365,15001,NA,NA,NA,NA,48158,NA,64131,36326,NA,3898,62049,25414,7148,NA,11977,23734,6317,70200,7125,141798,11485,NA,NA,NA,NA,50,NA,5374,23226,22918,114938,22233,50053,NA,4505,NA,NA,NA,NA,17040,NA,2333,45871,21569,969,10303,52348,22047,20377,13503,2056,35579,NA,NA,NA,41615,3941,19710,NA,2614,4452
12272,274,4282,14396,9718,NA,NA,8210,6786,3,1241,3683,7499,18153,17080,2779,13841,262,896,7742,5102,9170,9665,5483,15609,5725,304,5536,6917,4645,5377,1795,16402,11683,10844,2132,263,12619,5,21378,5692,308,NA,5,141,19731,53,24022,11620,135,1287,19663,11345,2706,38,4417,8244,2203,21944,2629,40157,4973,1334,NA,2,NA,NA,119,1999,8363,10964,14213,9837,19936,NA,1209,18,NA,NA,118,8584,NA,80,21505,8487,NA,3160,19816,11284,8626,7272,151,15912,334,350,NA,15922,1235,10003,NA,87,1113
14876,2335,12395,8487,17628,NA,NA,11317,8598,161,2955,6163,13919,4541,11584,9094,12003,NA,3833,8603,9947,11987,10364,10999,12075,8971,NA,8138,9357,7875,8658,4327,12022,11576,11293,7955,983,12393,NA,10450,13616,NA,NA,NA,NA,15257,NA,15447,8936,NA,4562,12447,12156,7008,NA,9543,8579,6776,9105,7291,10300,9299,NA,NA,NA,NA,NA,NA,4718,10511,13826,5222,9220,14670,NA,5347,NA,NA,NA,NA,10336,NA,2169,9098,13097,1490,7373,11223,11201,9071,10752,2251,15939,NA,NA,NA,12687,3719,11785,NA,3052,4334
643,453,518,26433,NA,353,NA,NA,2319,NA,217,127,196628,559328,1275,205,25917,54,82972,43499,22079,1411,22265,754915,316157,95604,NA,35723,7067,173871,278446,94993,76106,40821,9350,685970,96,NA,NA,NA,108472,NA,NA,70,NA,NA,145,6406,2993,1317,826,81,138,903,NA,216867,10935,818,824,181,NA,615,139,NA,248,6,911,101,1226,59884,166660,NA,1300,10,NA,9610,42110,NA,88,239,101694,2536,1011616,240299,62153,532770,1148,110359,2356,176168,11460,13814,65506,NA,NA,312,5347,NA,165429,2558,571,NA
